followers,followees,numberOfPosts,imagePorcentage,sidecarPorcentage,videoPorcentage,isBusiness,isProfessional,hasLink,hideLikes,avgLikes,varLikes,avgComments,varComments,avgScore,varScore,avgTechScore,varTechScore,avgPhotosInSidecar,varPhotosInSidecar,avgTaggedUsers,varTaggedUsers,avgHeight,varHeight,avgWidth,varWidth,useLocation,isAccesible,cLength,cSubjectivity,cPolarity,cDifficultWords,cSecondsToRead,cEntropy,captionLength,captionSubjectivity,captionPolarity,captionDifficultWords,captionSecondsToRead,captionEntropy,captionAvgHashtags,captionVarHashtags,Photographer
4604,281,355,62.5,12.5,25.0,False,True,True,False,96.3,470.543,4.433,24.512,5.334,0.107,5.854,0.078,2,0.64,2.833,34.539,1074.0,13464.0,1080.0,13464.0,False,True,21.656,0,0,0.962,0.946,3.164,244.462,0,0,14.192,10.402,4.258,17.346,130.303,True
922,1573,193,3.23,96.77,0.0,True,True,True,False,45.5,933.983,0.8,3.293,5.673,0.078,5.824,0.12,10,0.958,0.1,0.09,937.467,17461.316,1080.0,17461.316,True,False,38.792,0,0,2.083,1.595,3.793,585.5,1,1,28.133,24.653,4.605,28.233,17.046,True
5561,584,3130,86.67,13.33,0.0,False,True,False,True,446.9,32337.157,3.633,9.166,5.066,0.087,5.1,0.122,4,3.188,0.1,0.157,1328.5,12726.783,1080.0,12726.783,False,True,49.287,0,0,1.796,1.998,3.997,97.467,0,0,4.567,3.979,4.529,4.333,0.756,False
598,630,650,100.0,0.0,0.0,False,False,False,True,355.0,0.0,10.6,44.973,5.22,0.127,4.572,0.131,0,0,0.033,0.032,1217.067,61260.196,1080.0,61260.196,True,True,102.487,0,0,4.299,4.241,4.239,667.133,0,0,33.333,28.431,4.672,29.833,0.339,False
276,302,170,70.97,25.81,3.23,False,True,False,False,120.0,0.0,1.0,0.0,5.208,0.184,5.131,0.28,3,0.609,0.0,0.0,1107.0,6561.0,1080.0,6561.0,False,False,19.0,1,1,1.0,0.85,3.577,394.733,0,0,14.533,16.908,4.591,24.8,29.893,False
821,502,1148,46.67,53.33,0.0,False,False,False,False,57.0,163.867,2.067,2.062,5.447,0.137,5.059,0.167,3,0.934,0.0,0.0,1038.0,17569.467,1080.0,17569.467,False,True,47.0,1,0,2.129,1.911,4.03,339.667,0,0,18.533,14.52,4.346,25.5,43.05,False
23690,1050,1591,74.19,22.58,3.23,True,True,True,False,1256.467,198004.316,63.267,799.129,5.627,0.211,4.533,0.188,3,1.837,9.933,0.062,979.7,63594.41,1080.0,63594.41,True,True,44.639,0,0,1.707,1.896,3.957,600.6,1,1,31.333,24.839,4.797,25.0,18.6,True
8,12,156,100.0,0.0,0.0,False,False,False,False,2.733,2.262,0.367,0.432,4.986,0.104,5.011,0.34,0,0,0.0,0.0,1202.267,70785.596,1080.0,70785.596,True,True,30.909,1,0,1.364,1.309,3.966,84.267,0,0,6.7,3.607,4.366,8.5,3.317,False
4420,693,469,51.35,29.73,18.92,True,True,True,False,186.3,3634.943,8.067,82.329,5.887,0.087,6.05,0.102,4,3.421,2.967,5.232,1096.8,78464.893,1080.0,78464.893,False,True,35.975,0,0,2.033,1.513,3.963,426.933,1,0,19.467,17.496,4.476,16.267,36.396,False
2948,1345,1575,12.9,83.87,3.23,False,True,True,True,69.667,777.622,3.633,17.299,5.702,0.084,5.023,0.301,5,2.765,0.033,0.032,1042.867,81416.316,1080.0,81416.316,False,False,38.648,0,0,2.287,1.605,3.979,619.5,1,1,22.733,24.68,4.471,13.133,39.516,True
666,52,817,96.67,3.33,0.0,False,True,True,False,0,0,0.393,0.596,4.728,0.077,5.674,0.133,2,0.0,0.533,0.782,1160.2,84056.36,1080.0,84056.36,False,True,32.091,0,0,1.545,1.305,3.986,202.433,0,0,10.5,8.142,4.574,9.167,1.272,True
32,149,102,100.0,0.0,0.0,False,True,False,False,3.333,3.156,0.833,0.672,5.513,0.065,6.025,0.164,0,0,0.0,0.0,1124.867,102351.249,1080.0,102351.249,False,True,39.12,0,0,2.2,1.634,4.187,278.967,0,0,20.2,12.044,4.089,19.6,23.24,True
1563,955,717,10.0,90.0,0.0,False,True,True,False,26.333,268.356,0.267,0.529,5.437,0.123,6.06,0.163,5,2.741,0.0,0.0,1080.033,0.032,1080.0,0.032,False,False,69.75,0,0,1.875,2.761,3.989,438.2,1,1,13.5,17.186,4.403,6.5,0.65,True
2511,1348,566,66.67,24.24,9.09,False,True,True,True,46.433,178.979,2.1,4.29,5.486,0.201,5.438,0.344,2,0.234,0.0,0.0,1175.1,15643.09,1080.0,15643.09,False,True,29.746,0,0,1.635,1.267,3.931,304.633,0,0,16.567,12.627,4.51,21.267,10.929,True
6302,400,364,37.14,48.57,14.29,True,True,True,False,50.667,2036.556,3.7,23.41,5.44,0.181,5.335,0.281,4,3.709,0.4,0.973,1098.767,81743.446,1065.333,81743.446,True,False,49.0,0,0,2.396,1.984,3.909,278.467,0,0,10.567,11.024,4.123,6.167,133.139,False
1104,1417,132,90.91,0.0,9.09,False,True,True,False,39.167,466.006,2.667,36.956,4.983,0.166,5.2,0.38,0,0,0.3,0.543,1042.2,35604.36,1080.0,35604.36,False,True,32.756,0,0,1.705,1.358,3.787,157.214,0,0,8.929,6.75,4.257,10.857,16.694,False
605,698,1154,86.67,13.33,0.0,False,False,False,False,32.967,123.299,1.267,1.796,5.566,0.323,4.936,0.356,10,0.0,0.033,0.032,1091.1,101328.623,1047.0,101328.623,False,True,39.632,0,0,2.132,1.636,4.069,278.067,0,0,17.6,12.134,4.172,23.6,9.44,False
340,728,186,56.86,1.96,41.18,False,False,False,True,6.233,6.246,0.4,0.507,4.758,0.301,4.926,0.218,3,0.0,0.033,0.032,1179.233,53142.179,1080.0,53142.179,True,True,56.25,0,0,2.833,2.261,4.147,191.6,0,0,12.4,7.987,4.33,16.64,75.99,False
1008,473,791,70.97,29.03,0.0,False,False,False,True,98.0,0.0,1.733,30.396,5.221,0.093,4.877,0.217,4,3.75,0.0,0.0,1053.267,14442.996,1058.0,14442.996,True,False,100.212,1,1,2.942,3.988,4.194,506.6,0,1,22.233,20.109,4.703,13.0,22.4,False
2479,1323,1657,0.0,100.0,0.0,True,True,True,False,0,0,2.667,3.222,5.211,0.105,5.543,0.164,6,2.133,10.967,6.099,719.8,0.56,1080.0,0.56,True,False,43.487,0,0,1.762,1.742,3.716,406.6,0,0,19.567,17.498,4.518,19.3,1.61,True
106,112,81,100.0,0.0,0.0,False,True,False,False,21.167,52.206,0.5,0.917,4.789,0.153,4.973,0.305,0,0,0.767,1.912,1055.333,8276.556,1080.0,8276.556,True,True,36.867,0,0,1.933,1.511,3.743,307.067,0,0,17.567,13.032,4.487,20.0,39.6,True
169,303,562,73.33,26.67,0.0,False,False,False,False,25.233,80.046,0.533,1.316,5.103,0.109,5.209,0.166,3,0.859,0.0,0.0,1080.0,0.0,1080.0,0.0,False,True,29.938,0,0,1.75,1.301,3.961,337.967,0,0,21.033,14.074,4.761,23.1,0.29,False
59,9,26,92.31,7.69,0.0,False,False,True,False,12.462,31.018,1.308,2.367,5.136,0.093,5.358,0.596,3,0.0,1.115,1.102,1209.885,57130.41,1080.0,57130.41,True,True,38.794,0,0,1.941,1.589,3.874,285.192,0,0,14.692,12.048,4.205,17.769,20.562,False
9823,197,90,42.86,28.57,28.57,False,False,False,False,122.033,319643.699,2.3,4.077,5.316,0.32,5.777,0.412,4,5.639,1.467,1.449,1101.267,98796.729,992.0,98796.729,True,True,29.841,0,0,1.275,1.26,3.759,322.862,0,0,15.966,13.656,4.51,12.172,56.212,False
22931,1,401,71.43,14.29,14.29,False,True,True,False,2029.933,268935.529,2.233,9.046,5.281,0.159,4.816,0.236,5,1.2,0.033,0.032,995.667,30491.222,1005.0,30491.222,False,True,91.313,0,0,3.224,3.706,4.091,392.067,0,0,19.133,16.802,4.232,26.167,46.406,True
128,665,175,73.33,26.67,0.0,False,True,False,False,19.6,63.44,0.7,0.543,5.217,0.087,5.313,0.261,2,0.0,0.0,0.0,1143.1,81122.557,1080.0,81122.557,True,True,23.25,0,0,1.85,0.991,3.792,228.867,0,0,14.6,9.907,4.368,16.7,3.077,True
511,471,442,60.0,40.0,0.0,False,True,True,False,59.8,83.293,0.138,0.119,5.08,0.091,5.345,0.132,3,1.333,1.233,1.112,958.933,84857.862,1080.0,84857.862,True,False,59.5,1,0,2.75,2.55,4.164,313.233,0,0,11.6,12.777,4.302,19.4,5.64,True
184,201,433,64.52,32.26,3.23,False,True,False,True,17.4,32.773,2.0,1.067,5.238,0.178,5.251,0.244,4,3.45,0.0,0.0,728.367,787.832,1069.0,787.832,True,True,156.767,0,0,9.833,6.589,4.134,104.933,0,0,4.033,4.191,4.181,0.0,0.0,True
70,115,12,25.0,58.33,16.67,False,True,True,False,7.4,14.04,0.7,1.41,5.521,0.051,5.448,0.203,2,0.245,0.6,0.44,801.0,729.0,1080.0,729.0,True,True,37.286,1,1,1.143,1.537,3.806,235.8,1,1,8.1,9.74,4.14,7.9,0.09,True
285,251,212,83.33,0.0,16.67,False,False,False,False,49.833,150.889,0.8,1.16,4.999,0.173,5.154,0.344,0,0,0.5,0.25,1214.533,54728.582,1080.0,54728.582,False,True,99.292,0,0,4.042,4.068,3.97,267.633,0,0,13.4,11.176,4.5,11.533,18.182,False
149,96,484,96.67,3.33,0.0,True,True,False,False,22.767,17.046,0.2,0.16,5.005,0.204,4.59,0.297,3,0.0,0.0,0.0,996.0,55294.467,1069.0,55294.467,False,False,35.667,0,0,1.167,1.442,3.802,402.7,1,1,15.067,16.373,4.272,19.267,1.196,True
1298,811,57,10.0,90.0,0.0,False,True,False,False,90.333,1290.889,9.067,46.662,5.111,0.201,5.049,0.203,4,4.653,2.267,14.662,1073.833,6019.206,1080.0,6019.206,True,True,31.425,0,0,1.817,1.351,3.941,465.367,0,0,17.1,17.992,4.466,13.567,49.446,True
151,144,46,73.33,26.67,0.0,False,False,True,False,26.0,78.4,3.633,11.832,5.682,0.135,5.044,0.396,4,2.75,0.433,0.579,933.3,64393.077,1065.333,64393.077,True,True,33.963,0,0,1.56,1.389,3.744,252.2,1,1,9.667,10.006,4.281,8.267,12.262,False
217,636,312,43.33,56.67,0.0,False,False,False,False,16.167,28.339,0.567,1.979,5.008,0.23,5.099,0.341,4,4.955,0.0,0.0,884.533,50409.982,1080.0,50409.982,False,False,104.706,0,0,3.588,4.203,4.226,419.133,0,1,13.1,16.434,4.383,7.267,18.262,False
1416,1504,889,0.0,93.75,6.25,True,True,True,False,18.433,57.712,0.3,0.677,5.56,0.078,5.74,0.241,5,0.646,0.0,0.0,1080.0,0.0,1080.0,0.0,False,False,28.889,0,0,1.889,1.248,4.162,537.467,0,0,30.733,22.891,4.444,30.0,0.0,True
137,129,941,96.77,0.0,3.23,False,False,False,False,5.133,0.982,0.067,0.062,5.507,0.107,5.862,0.164,0,0,0.0,0.0,1069.0,3509.0,1069.0,3509.0,False,False,35.5,0,0,2.5,1.505,4.296,77.533,0,0,3.7,3.244,4.109,4.933,1.262,False
635,534,388,100.0,0.0,0.0,False,False,False,False,67.933,182.662,6.167,13.206,5.717,0.084,5.129,0.203,0,0,0.0,0.0,1059.033,6286.432,1080.0,6286.432,True,True,32.158,0,0,1.732,1.362,3.942,562.2,0,0,28.767,23.606,4.453,30.0,0.0,False
519,653,318,96.67,3.33,0.0,False,True,False,False,19.0,220.6,1.467,2.649,5.07,0.286,5.456,0.583,2,0.0,0.067,0.062,1271.167,38363.472,1080.0,38363.472,False,True,28.068,0,0,1.795,1.186,3.783,225.296,0,0,12.0,9.403,4.29,20.333,38.37,True
175,99,137,70.0,30.0,0.0,False,True,False,True,0,0,0.933,1.662,5.162,0.17,4.912,0.386,3,0.543,0.233,0.179,980.967,31526.432,1080.0,31526.432,True,True,148.536,0,0,4.571,5.977,4.287,426.067,1,1,11.1,16.929,4.511,15.633,121.566,True
12589,4043,864,53.19,10.64,36.17,False,False,True,False,92.267,2449.396,1.533,10.582,5.284,0.065,5.924,0.246,3,0.4,3.033,11.032,1111.333,6554.489,1080.0,6554.489,True,True,24.0,0,0,0.739,1.077,3.111,412.3,0,0,19.933,17.415,4.461,19.0,0.133,False
54,60,324,73.33,26.67,0.0,False,False,False,False,5.467,40.982,0.367,0.632,5.104,0.113,5.066,0.266,3,1.5,0.0,0.0,1314.133,18150.116,1069.0,18150.116,True,False,36.455,0,0,2.636,1.545,4.18,119.467,0,0,6.8,5.039,4.345,6.367,21.499,False
728,1502,136,93.33,6.67,0.0,False,True,False,False,38.967,158.966,0.9,1.557,4.944,0.097,4.796,0.276,2,0.25,0.033,0.032,1080.0,0.0,1080.0,0.0,False,True,16.333,0,0,1.185,0.708,3.176,270.367,0,0,15.767,11.651,4.504,18.033,43.299,False
261,200,107,80.0,20.0,0.0,False,False,False,False,128.7,216.477,3.533,5.916,5.28,0.15,4.805,0.27,2,0.139,0.0,0.0,719.667,0.222,1080.0,0.222,False,True,63.528,0,0,2.434,2.662,4.252,468.7,0,1,12.933,18.806,4.51,18.1,4.023,False
1467,946,776,87.5,6.25,6.25,False,True,False,False,289.467,19644.382,11.767,50.179,5.672,0.18,4.924,0.238,3,1.0,10.833,47.606,1020.067,88038.196,1080.0,88038.196,True,True,39.397,0,0,1.969,1.672,3.988,606.333,0,0,30.167,25.44,4.464,25.733,46.196,True
849,2571,3558,100.0,0.0,0.0,False,False,True,False,33.833,617.939,1.333,4.622,5.599,0.091,5.378,0.281,0,0,0.467,1.116,1031.4,56409.907,1080.0,56409.907,False,True,31.25,0,0,1.525,1.319,3.916,158.067,0,0,10.533,6.741,4.148,15.1,42.423,False
975,885,771,20.0,80.0,0.0,False,False,False,False,188.4,1218.907,3.828,26.832,4.856,0.106,5.005,0.143,4,2.354,0.0,0.0,1075.367,595.166,1080.0,595.166,True,False,133.817,0,0,4.394,5.415,4.311,709.867,0,1,18.4,28.258,4.57,17.7,29.143,False
1450,3443,5838,100.0,0.0,0.0,True,True,True,False,1.233,2.712,0.3,0.343,5.274,0.08,6.229,0.082,0,0,0.0,0.0,1219.2,49491.16,1080.0,49491.16,False,True,69.444,0,0,2.444,2.73,4.146,157.933,0,0,6.133,6.717,4.266,3.967,0.032,True
841,4248,143,42.42,48.48,9.09,False,True,False,False,74.533,480.049,4.067,21.329,5.11,0.08,5.132,0.159,4,5.402,2.433,4.379,1070.067,75886.262,1069.0,75886.262,True,True,38.418,0,0,1.508,1.553,3.75,147.31,0,0,5.517,5.696,4.427,4.931,5.099,True
247,287,42,100.0,0.0,0.0,False,True,False,False,78.6,853.373,0,0,4.576,0.159,5.157,0.21,0,0,0.0,0.0,817.667,47845.022,1080.0,47845.022,False,False,0,0,0,0,0,0,13.6,0,0,1.033,0.637,3.215,1.067,0.062,True
1712,2927,1936,83.33,16.67,0.0,True,True,True,False,56.033,336.432,2.733,4.596,5.522,0.104,4.883,0.142,3,1.84,10.133,11.516,1053.167,83594.006,1080.0,83594.006,True,True,35.11,1,0,1.524,1.44,3.665,347.0,0,0,17.767,14.714,4.439,22.8,30.56,False
380,387,309,76.67,23.33,0.0,False,False,True,False,29.567,79.979,5.9,18.29,5.611,0.166,4.77,0.359,3,0.98,0.0,0.0,955.367,92513.432,1043.333,92513.432,False,True,42.475,1,0,1.576,1.726,3.799,307.7,0,0,10.233,12.421,4.325,10.233,22.646,False
1469,462,376,83.33,16.67,0.0,False,True,False,False,106.033,22424.032,5.067,53.329,5.518,0.215,4.366,0.255,2,0.24,0.0,0.0,1256.333,44607.756,1080.0,44607.756,True,True,32.171,0,0,1.757,1.34,4.071,329.167,0,0,15.467,13.553,4.353,14.733,29.129,True
953,511,192,70.0,30.0,0.0,False,True,False,True,79.033,3887.299,0.7,0.743,4.692,0.171,4.897,0.495,4,0.914,0.367,0.366,1046.7,95803.477,1080.0,95803.477,False,True,163.429,0,0,8.381,6.783,3.919,207.464,0,0,9.071,7.84,4.197,9.5,50.464,True
5656,3454,333,22.22,61.11,16.67,True,True,True,False,402.9,31598.623,6.667,30.356,5.11,0.26,5.474,0.346,5,5.903,0.567,1.046,1039.067,82357.929,1080.0,82357.929,True,True,29.905,0,0,1.65,1.305,3.708,182.167,0,0,9.133,7.514,4.356,9.933,10.462,False
15517,1944,2799,15.62,31.25,53.12,False,True,True,False,47.217,2900.953,0.4,1.04,5.437,0.165,5.632,0.357,5,5.048,0.067,0.062,1152.367,48218.566,1080.0,48218.566,False,False,39.583,0,0,2.0,1.727,3.619,715.276,0,1,34.759,29.582,4.612,19.828,47.177,True
24,39,160,81.25,12.5,6.25,False,False,False,False,6.9,9.357,0.4,0.307,5.372,0.166,5.37,0.376,2,0.188,0.0,0.0,1001.167,31073.472,1080.0,31073.472,False,True,34.667,0,0,2.0,1.434,4.236,438.3,1,1,10.8,18.203,4.382,16.067,1.196,False
806,644,830,100.0,0.0,0.0,False,False,True,True,102.267,703.196,2.467,11.182,5.075,0.093,5.201,0.123,0,0,1.867,1.316,788.433,17931.846,1080.0,17931.846,False,True,88.297,0,0,3.514,3.629,4.22,684.467,0,1,28.333,28.177,4.567,25.133,30.782,False
73814,61,1420,10.0,90.0,0.0,True,True,True,False,75.167,1513.206,3.4,1.24,5.726,0.072,4.881,0.06,8,5.468,0.0,0.0,1080.133,0.516,1080.0,0.516,False,False,102.588,0,0,5.088,4.232,3.719,1321.833,1,1,47.267,51.957,4.652,0.967,0.299,True
423,252,96,93.33,6.67,0.0,False,False,False,False,78.3,4659.477,3.867,9.516,5.952,0.125,4.872,0.153,4,2.25,1.667,5.022,920.133,84707.516,1080.0,84707.516,False,True,38.362,0,0,2.129,1.605,3.962,472.333,1,0,21.2,19.783,4.419,23.867,29.916,False
357,542,23,0.0,73.91,26.09,False,True,True,True,24.706,120.325,3.706,18.678,5.365,0.056,5.667,0.257,4,4.713,0.471,0.955,831.0,57646.235,1080.0,57646.235,True,True,43.475,0,0,2.033,1.76,4.053,519.353,0,0,22.941,21.861,4.412,17.765,11.945,False
58,66,45,100.0,0.0,0.0,False,False,False,False,33.2,100.893,0.133,0.116,4.668,0.135,5.105,0.206,0,0,0.0,0.0,883.4,66427.307,1080.0,66427.307,False,False,34.0,0,0,2.0,1.435,4.188,303.133,0,0,15.567,12.601,4.451,22.067,1.062,False
1096,873,438,83.33,16.67,0.0,True,True,True,True,35.0,175.867,2.167,3.072,5.855,0.053,6.128,0.099,2,0.0,1.733,0.262,1214.567,27624.512,1080.0,27624.512,True,True,31.108,0,0,1.923,1.336,3.827,380.433,0,0,24.2,16.332,4.41,25.0,0.0,True
99,86,50,96.67,3.33,0.0,False,False,False,False,28.8,60.56,0.6,0.84,5.389,0.157,5.097,0.284,3,0.0,0.0,0.0,723.467,5000.716,1080.0,5000.716,False,True,19.611,0,0,1.444,0.858,3.527,208.067,0,0,13.033,8.931,4.361,14.7,5.743,False
2415,2412,2153,100.0,0.0,0.0,False,True,True,False,120.433,429.779,3.3,6.943,5.121,0.11,4.774,0.207,0,0,0.0,0.0,1080.0,0.0,1080.0,0.0,False,True,38.576,0,0,1.343,1.677,3.577,241.033,0,0,14.6,10.009,4.48,17.4,2.307,False
782,491,1007,100.0,0.0,0.0,False,True,False,True,0,0,1.828,6.763,5.423,0.227,5.092,0.294,0,0,1.233,0.646,847.067,83681.662,1069.0,83681.662,True,True,71.868,0,0,2.925,2.974,4.07,578.793,0,1,19.069,23.128,4.688,25.31,46.007,False
355,366,671,7.5,67.5,25.0,False,False,False,False,33.333,36.489,1.933,1.996,5.223,0.221,5.257,0.321,5,1.877,0.033,0.032,862.133,17467.716,1080.0,17467.716,True,False,42.741,0,0,3.0,1.797,4.254,327.5,1,0,20.167,13.946,4.426,25.233,12.179,False
609,1265,3541,18.75,75.0,6.25,False,True,False,False,11.6,11.573,0.133,0.249,5.234,0.216,5.004,0.146,4,5.833,0.333,0.422,849.033,58140.432,1080.0,58140.432,False,False,27.75,0,0,2.25,1.235,4.228,174.2,0,0,6.633,7.305,4.07,11.8,36.027,True
333,1026,1181,53.12,43.75,3.12,False,False,False,False,10.767,32.312,0.5,0.45,5.031,0.106,5.165,0.275,6,7.669,1.433,3.446,808.967,29919.166,1069.0,29919.166,False,True,50.0,0,0,2.067,2.003,4.074,472.767,0,0,18.333,18.928,4.514,19.3,25.81,False
199,276,537,46.15,30.77,23.08,False,False,False,True,12.433,52.512,1.5,2.85,5.092,0.138,5.137,0.249,8,8.91,0.2,0.227,809.933,45204.462,1080.0,45204.462,True,True,35.933,0,0,2.133,1.506,4.019,262.0,0,0,13.9,11.04,4.457,17.967,21.099,False
2690,116,1043,50.0,50.0,0.0,False,False,True,True,0,0,1.067,1.662,5.221,0.321,5.582,0.396,6,7.049,1.533,0.249,1185.0,47565.0,1080.0,47565.0,False,True,41.25,0,0,1.969,1.689,4.251,422.733,1,0,18.8,17.199,4.338,29.8,0.16,False
113,115,346,100.0,0.0,0.0,False,False,False,False,12.067,9.529,0.367,0.432,5.03,0.136,4.957,0.238,0,0,0.0,0.0,1350.1,0.157,1080.0,0.157,True,True,25.909,0,0,1.727,1.099,3.913,376.3,0,0,21.167,16.395,4.24,23.067,24.796,False
953,50,280,81.82,9.09,9.09,False,False,False,False,0,0,6.7,56.143,5.948,0.088,5.078,0.229,2,0.0,0.0,0.0,1180.033,67434.166,1080.0,67434.166,True,True,42.21,0,0,2.165,1.77,4.034,568.833,0,0,27.733,24.046,4.504,28.8,8.36,False
155,1,365,20.37,35.19,44.44,True,True,True,False,2.967,3.766,0.8,1.96,5.584,0.142,6.038,0.329,3,1.036,0.0,0.0,1150.4,59067.773,1080.0,59067.773,False,False,37.9,0,0,2.25,1.58,4.071,532.731,1,1,28.308,22.23,4.356,28.885,3.41,True
1144,25,381,96.67,3.33,0.0,True,True,False,False,299.5,121033.65,1.433,2.712,5.634,0.061,5.627,0.129,2,0.0,11.2,37.16,1266.7,45113.81,1080.0,45113.81,True,True,32.86,0,0,1.907,1.397,4.005,245.133,1,0,13.367,10.32,4.469,21.533,2.582,True
423,215,11,27.27,72.73,0.0,False,True,False,False,90.909,624.083,14.091,94.083,5.397,0.142,5.808,0.034,3,1.109,0.091,0.083,1256.364,37880.05,1050.0,37880.05,False,True,17.461,0,0,1.266,0.77,3.36,386.0,1,0,16.545,15.972,4.544,27.0,73.091,True
334,211,59,0.0,100.0,0.0,True,True,True,False,16.833,71.072,1.733,4.662,5.469,0.088,5.904,0.107,8,3.64,0.4,0.44,719.967,0.032,1080.0,0.032,True,False,36.788,0,0,2.365,1.544,3.817,665.6,1,1,21.733,25.976,4.313,2.967,44.032,True
262,371,1221,93.33,6.67,0.0,False,False,True,False,23.467,33.316,0.3,0.543,4.798,0.116,4.702,0.254,3,1.0,0.0,0.0,1073.733,22633.662,1080.0,22633.662,True,False,51.0,0,0,1.556,2.0,3.207,451.633,0,0,21.633,18.173,4.778,22.2,22.827,False
118,198,51,84.38,9.38,6.25,False,True,True,False,0,0,5.233,10.379,5.087,0.112,5.062,0.196,2,0.0,2.1,8.29,1012.467,60811.182,1080.0,60811.182,True,True,35.691,0,0,2.151,1.489,4.147,457.7,1,0,24.467,19.332,4.42,27.5,6.85,True
1844,1824,20,100.0,0.0,0.0,False,True,False,False,137.45,1049.848,0.25,0.287,5.351,0.123,5.564,0.411,0,0,0.0,0.0,903.35,69131.227,1080.0,69131.227,False,True,74.0,0,0,3.333,2.973,3.925,129.8,0,0,7.35,5.61,4.214,11.25,1.488,True
189,182,84,100.0,0.0,0.0,False,False,False,False,0,0,2.867,8.782,5.159,0.149,4.368,0.197,0,0,0.0,0.0,1068.0,4176.0,1080.0,4176.0,False,True,100.023,1,0,3.081,4.02,4.341,238.833,0,0,7.2,8.491,4.318,8.133,4.116,False
1194,964,179,76.67,23.33,0.0,False,True,False,True,0,0,6.586,54.932,4.934,0.152,5.112,0.205,6,7.347,0.0,0.0,858.3,63357.877,1080.0,63357.877,False,True,74.784,0,0,3.105,3.112,3.759,39.833,0,0,1.067,1.513,3.144,0.0,0.0,False
8055,962,62,93.33,6.67,0.0,False,True,False,False,50.833,358.339,3.167,12.339,5.357,0.172,4.936,0.336,10,0.0,0.0,0.0,1039.933,10618.996,1080.0,10618.996,True,True,22.921,0,0,1.663,1.005,3.844,188.467,0,0,8.167,7.47,4.462,6.833,23.872,True
1510,1014,726,0.0,83.33,16.67,True,True,True,False,77.7,1395.21,3.133,25.316,5.57,0.085,5.836,0.169,10,2.382,0.2,0.293,1331.367,9123.299,1080.0,9123.299,True,False,43.5,0,0,2.033,1.773,4.007,468.867,1,1,17.967,19.36,4.407,14.167,23.872,True
1597,1112,186,2.94,88.24,8.82,False,True,True,False,133.5,342.25,10.1,57.023,5.242,0.112,5.61,0.314,8,3.146,3.7,3.277,900.967,61985.166,1069.0,61985.166,True,False,26.328,0,0,1.222,1.103,3.464,225.967,0,0,11.833,9.487,4.398,13.3,29.343,True
197,101,36,3.33,96.67,0.0,False,True,False,False,25.3,54.943,1.567,2.446,5.382,0.087,5.354,0.232,6,5.398,1.4,0.773,1328.1,12752.623,1080.0,12752.623,True,False,37.362,0,0,1.851,1.522,3.996,140.2,0,0,6.5,5.727,4.439,6.2,11.627,True
109,66,189,96.67,3.33,0.0,False,False,False,True,0,0,0.067,0.129,4.798,0.226,4.417,0.224,2,0.0,0.0,0.0,1097.967,95239.232,1080.0,95239.232,True,False,60.0,0,0,2.0,2.425,4.091,295.633,0,1,9.033,11.816,4.318,13.967,1.299,False
7655,859,796,6.25,87.5,6.25,False,True,True,False,710.0,1652780.867,6.433,105.246,5.069,0.095,5.179,0.216,3,0.218,14.867,2.249,1115.667,15014.022,1080.0,15014.022,True,False,34.274,0,0,1.763,1.443,3.835,513.633,0,0,25.2,22.043,4.58,29.967,0.632,True
1200,580,1183,0.0,100.0,0.0,False,True,False,False,28.667,208.422,0.933,1.596,5.225,0.219,5.351,0.381,4,1.45,0.0,0.0,1139.567,87977.712,1080.0,87977.712,True,False,43.179,0,0,2.071,1.754,4.072,327.2,1,0,14.1,13.676,4.672,23.2,0.56,True
194,261,719,43.33,56.67,0.0,False,False,False,False,37.2,82.893,0.967,4.166,5.195,0.199,5.004,0.416,4,1.412,0.0,0.0,1076.067,69354.329,1080.0,69354.329,False,False,136.286,0,0,4.893,5.495,4.25,231.167,0,0,7.333,9.096,4.368,5.8,4.293,False
760,504,2783,10.81,78.38,10.81,False,False,True,True,52.0,0.0,0.6,1.64,5.146,0.137,4.894,0.207,3,0.581,0.0,0.0,1266.433,25805.512,1080.0,25805.512,False,False,86.333,0,0,3.167,3.52,4.259,345.733,1,0,11.267,13.671,4.723,13.133,6.916,False
2398,1603,111,96.77,0.0,3.23,False,True,True,False,324.9,29590.557,22.867,232.382,5.635,0.254,4.951,0.11,0,0,0.0,0.0,1080.0,0.0,1080.0,0.0,True,True,45.298,0,0,2.419,1.92,3.919,20.067,0,0,0.633,0.824,3.248,0.033,0.032,True
10858,220,97,67.74,29.03,3.23,False,True,True,False,157.158,6425.291,4.8,15.36,5.327,0.175,5.145,0.566,4,4.321,8.167,21.606,968.8,31016.16,1080.0,31016.16,True,True,40.739,0,0,2.442,1.706,3.913,115.2,0,0,4.067,4.576,3.989,1.867,7.582,False
3589,1501,922,100.0,0.0,0.0,True,True,True,True,58.533,933.849,0.8,1.093,5.475,0.069,5.928,0.13,0,0,0.567,0.379,1299.533,18059.582,1080.0,18059.582,False,True,21.0,0,0,1.083,0.89,3.399,483.967,0,0,24.633,20.105,4.605,25.667,3.356,True
1016,210,89,90.0,10.0,0.0,False,True,False,False,218.7,2959.21,66.533,607.449,4.961,0.164,5.653,0.216,2,0.0,16.733,25.929,1341.167,2352.272,1080.0,2352.272,True,True,20.405,0,0,1.026,0.927,3.142,444.2,1,0,26.167,18.225,4.797,28.933,7.396,False
