followers,followees,numberOfPosts,imagePorcentage,sidecarPorcentage,videoPorcentage,isBusiness,isProfessional,hasLink,hideLikes,avgLikes,varLikes,avgComments,varComments,avgScore,varScore,avgTechScore,varTechScore,avgPhotosInSidecar,varPhotosInSidecar,avgTaggedUsers,varTaggedUsers,avgHeight,varHeight,avgWidth,varWidth,useLocation,isAccesible,cLength,cSubjectivity,cPolarity,cDifficultWords,cSecondsToRead,cEntropy,captionLength,captionSubjectivity,captionPolarity,captionDifficultWords,captionSecondsToRead,captionEntropy,captionAvgHashtags,captionVarHashtags,Photographer
819,953,4411,86.67,13.33,0.0,False,True,False,False,249.533,82927.916,1.033,6.632,5.51,0.186,5.109,0.144,4,0.75,0.0,0.0,1106.767,84327.979,1080.0,84327.979,True,True,58.29,0,0,1.774,2.446,4.079,386.633,0,0,16.867,16.035,4.696,16.267,39.596,True
1632,546,150,78.95,0.0,21.05,False,True,False,False,323.967,537093.232,10.633,110.432,5.077,0.167,5.179,0.154,0,0,1.733,2.996,1168.933,82993.396,1058.0,82993.396,True,True,25.371,0,0,1.498,1.082,3.657,323.933,0,0,17.533,13.126,4.414,29.067,0.062,True
2508,2745,1564,16.67,66.67,16.67,True,True,True,False,40.033,649.432,2.633,12.232,5.278,0.169,5.723,0.303,8,7.943,1.833,4.339,1002.6,75702.507,1054.333,75702.507,False,False,35.278,0,0,1.342,1.472,3.649,680.633,0,1,32.733,28.571,4.501,27.233,25.646,True
1770,886,102,96.67,3.33,0.0,False,True,True,False,438.444,8886.914,4.367,11.166,5.314,0.091,5.744,0.267,2,0.0,1.5,2.383,1323.0,6561.0,1080.0,6561.0,True,True,89.729,0,0,4.969,3.844,3.935,534.3,1,1,13.7,20.365,4.329,1.7,2.343,True
210,207,317,100.0,0.0,0.0,False,False,False,False,19.167,16.339,0.067,0.062,5.246,0.134,4.922,0.159,0,0,0.0,0.0,1080.0,0.0,1080.0,0.0,True,False,78.5,0,0,2.0,3.195,3.904,253.2,0,0,10.6,9.924,4.429,9.0,0.0,False
1,24,19,94.74,5.26,0.0,False,False,False,False,1.895,3.147,0.316,0.216,4.942,0.094,5.128,0.158,2,0.0,0.0,0.0,1283.526,37360.355,1080.0,37360.355,False,True,32.167,0,0,1.833,1.338,4.2,82.053,0,0,4.158,3.458,3.889,5.579,12.875,False
2622,1484,255,100.0,0.0,0.0,False,True,False,False,715.967,19973.166,69.333,311.422,5.658,0.09,4.705,0.204,0,0,17.5,16.517,969.8,28085.427,1069.0,28085.427,True,True,27.25,0,0,1.642,1.158,3.81,639.567,1,0,31.3,27.1,4.442,29.067,27.196,True
1298,136,721,90.32,6.45,3.23,False,True,True,False,52.867,472.916,2.667,3.489,5.491,0.096,5.278,0.249,5,9.0,2.0,2.667,1004.333,94745.889,1080.0,94745.889,True,True,126.138,0,0,6.338,5.434,3.877,64.5,0,0,2.467,2.569,3.909,0.0,0.0,True
45,30,11,100.0,0.0,0.0,False,False,False,False,23.273,27.289,0.818,1.603,4.949,0.241,4.477,0.173,0,0,0.0,0.0,1063.636,98404.959,1080.0,98404.959,False,True,34.556,0,0,2.111,1.51,4.134,185.909,0,0,10.818,7.853,4.512,13.636,22.413,False
320,586,716,96.67,3.33,0.0,False,True,False,False,33.167,100.472,0.833,1.272,5.232,0.147,4.882,0.242,5,0.0,0.0,0.0,1068.0,4176.0,1080.0,4176.0,False,True,34.6,0,0,2.04,1.462,4.11,312.1,0,0,18.533,13.371,4.197,28.033,24.632,False
3058,398,1289,54.55,36.36,9.09,False,False,False,False,124.167,705.139,4.133,5.782,5.481,0.23,4.885,0.219,5,2.076,0.0,0.0,1040.8,15038.56,1039.667,15038.56,True,True,83.145,0,0,5.298,3.837,3.476,86.9,0,0,3.6,3.47,3.353,0.0,0.0,False
2050,2806,705,87.5,6.25,6.25,False,True,True,False,33.6,1249.507,1.867,3.516,5.318,0.173,5.284,0.247,2,0.0,0.3,0.343,1046.467,80553.249,1080.0,80553.249,False,True,38.375,0,0,1.786,1.588,3.974,511.3,0,0,15.333,20.108,4.328,7.6,6.24,True
745,1688,610,96.77,0.0,3.23,False,False,True,False,19.133,33.249,1.767,1.646,5.25,0.267,5.574,0.414,0,0,0.5,0.317,650.933,47790.862,697.667,47790.862,False,True,186.396,0,0,12.906,8.682,4.082,25.167,0,0,1.4,1.084,3.69,1.0,0.2,False
66,104,17,100.0,0.0,0.0,False,False,False,True,14.471,61.308,0.235,0.18,5.226,0.13,5.008,0.153,0,0,0.0,0.0,1065.882,29321.163,1080.0,29321.163,False,True,33.5,0,0,1.5,1.527,3.879,231.0,0,0,12.235,9.669,4.146,19.765,56.298,False
1262,1325,19,0.0,63.16,36.84,False,True,False,False,43.167,842.639,1.667,3.389,5.297,0.135,5.063,0.084,5,5.354,2.417,1.41,1063.083,36582.91,1080.0,36582.91,False,True,45.35,0,0,1.35,1.804,3.781,314.583,0,0,13.167,12.757,4.427,12.833,54.972,False
15294,6120,3410,50.0,43.75,6.25,True,True,True,False,110.833,6905.472,6.833,32.606,5.466,0.144,5.848,0.265,3,1.122,0.3,0.277,1196.333,33739.822,1065.333,33739.822,False,True,27.602,0,0,1.289,1.16,3.505,192.967,1,0,7.6,7.678,4.516,4.2,5.16,False
331,330,148,80.0,20.0,0.0,True,True,False,False,26.536,222.749,1.667,2.089,4.952,0.137,5.053,0.259,2,0.0,0.0,0.0,1327.2,12756.893,1080.0,12756.893,True,True,174.06,0,0,10.38,7.61,3.865,119.933,0,0,6.533,5.005,3.583,5.7,75.81,False
48385,3716,4537,96.77,0.0,3.23,True,True,True,False,313.3,69241.743,5.3,28.877,5.011,0.181,4.922,0.552,0,0,0.333,0.289,1223.8,63537.76,1080.0,63537.76,True,True,91.601,0,0,5.5,3.952,3.787,21.0,0,0,0.633,0.864,3.534,0.0,0.0,True
25,17,23,47.83,4.35,47.83,False,True,False,False,22.917,25.41,2.5,2.917,4.607,0.097,4.693,0.3,2,0.0,1.333,0.889,1034.833,99120.139,1080.0,99120.139,False,True,33.433,0,0,2.067,1.427,3.947,791.667,1,0,34.75,31.733,4.548,30.0,0.0,True
118,171,384,35.14,45.95,18.92,False,False,False,False,11.9,16.223,0.7,0.943,5.188,0.114,4.534,0.347,2,0.228,0.733,0.462,904.233,28751.579,1080.0,28751.579,True,False,31.571,0,0,2.048,1.329,4.011,202.967,0,0,10.5,8.553,4.358,9.533,3.982,False
201,972,322,73.33,26.67,0.0,False,True,False,True,43.233,67.979,2.367,0.366,5.226,0.14,5.297,0.249,2,0.188,0.5,0.25,1080.0,0.0,1080.0,0.0,True,True,108.775,0,0,6.901,4.585,2.398,143.133,0,0,7.3,5.776,4.641,0.867,0.116,False
388,435,349,41.46,31.71,26.83,False,True,True,True,29.567,233.912,0.767,1.912,5.383,0.329,4.92,0.46,3,1.148,0.7,1.277,1118.733,83945.996,1080.0,83945.996,True,False,59.783,0,0,2.304,2.421,4.05,526.3,0,0,27.533,21.875,4.403,25.367,42.099,True
257,40,101,51.61,45.16,3.23,False,True,True,False,25.0,92.174,1.033,1.699,4.996,0.256,5.276,0.553,3,0.837,1.233,3.912,1134.067,84676.996,1080.0,84676.996,False,True,15.258,0,0,1.323,0.669,3.459,216.867,0,0,11.533,9.292,4.251,13.3,22.41,True
366,447,157,96.67,3.33,0.0,False,False,False,True,54.1,201.957,2.933,6.662,5.365,0.171,4.966,0.299,2,0.0,3.8,5.093,892.6,65991.173,1080.0,65991.173,True,True,41.588,0,0,2.4,1.711,4.091,350.033,0,0,17.267,14.408,4.375,18.833,10.139,False
696,785,39,48.39,48.39,3.23,False,False,False,False,0,0,0.233,0.312,4.939,0.219,5.573,0.246,4,3.333,0.533,1.382,873.2,102255.693,1003.0,102255.693,True,False,33.571,0,0,1.429,1.364,3.971,421.533,0,0,26.333,18.205,4.349,28.4,23.373,False
358,160,1186,73.33,26.67,0.0,False,True,False,False,23.6,20.573,0.2,0.16,5.226,0.205,4.975,0.437,3,0.484,0.0,0.0,793.9,36451.757,759.333,36451.757,False,False,104.667,0,0,3.667,4.145,4.02,275.467,0,1,10.767,10.841,4.506,9.733,0.462,True
874,975,899,65.62,28.12,6.25,True,True,False,False,38.0,676.733,1.0,3.8,5.266,0.204,5.24,0.307,6,12.765,0.0,0.0,1078.067,108.396,1080.0,108.396,False,False,25.4,0,0,1.467,1.079,3.83,459.867,0,0,23.933,19.665,4.391,24.033,6.966,False
2141,7476,1781,100.0,0.0,0.0,False,True,True,False,24.267,54.596,2.267,3.129,5.007,0.143,5.34,0.593,0,0,2.6,4.973,971.8,69930.76,1080.0,69930.76,True,True,36.222,0,0,1.746,1.53,3.911,244.4,0,0,15.333,10.489,4.452,17.6,40.907,False
2074,989,123,45.16,51.61,3.23,False,True,False,True,326.0,0.0,2.333,7.889,5.12,0.139,5.243,0.365,7,8.438,4.433,9.912,931.9,69046.557,1050.667,69046.557,True,True,26.638,0,0,1.565,1.177,3.574,579.8,0,0,28.3,24.937,4.24,25.433,40.046,False
87,473,15,100.0,0.0,0.0,False,False,False,False,24.533,41.849,1.067,1.396,5.619,0.202,5.18,0.258,0,0,0.4,0.24,1066.0,92214.0,1080.0,92214.0,False,True,28.0,0,0,2.067,1.207,3.959,357.2,0,0,15.0,14.303,4.271,14.133,0.249,False
219,403,68,11.9,59.52,28.57,False,True,False,False,21.967,23.566,1.233,2.446,4.962,0.202,5.056,0.216,4,2.72,2.233,5.312,1048.5,92740.85,1065.333,92740.85,True,False,32.784,0,0,2.432,1.381,4.024,271.9,0,0,15.467,10.704,4.57,16.233,23.779,True
363,308,182,93.33,6.67,0.0,False,True,True,True,28.167,119.806,0.533,0.982,5.105,0.155,5.179,0.284,5,9.0,0.0,0.0,1028.567,70203.579,1080.0,70203.579,True,True,42.938,0,0,1.75,1.815,4.075,245.2,0,0,8.033,9.632,4.441,5.167,10.872,False
176,153,59,87.1,9.68,3.23,False,True,False,False,48.0,93.933,1.333,4.356,5.137,0.197,5.055,0.294,3,0.889,0.0,0.0,1223.6,40320.84,1080.0,40320.84,False,True,29.056,0,0,1.833,1.245,3.827,283.524,0,0,16.381,12.274,4.256,20.905,117.8,True
9146,3225,2043,96.77,0.0,3.23,True,True,True,False,20.933,471.729,0.8,2.76,5.527,0.063,4.919,0.166,0,0,0.0,0.0,1080.0,0.0,1080.0,0.0,False,True,70.292,0,0,2.542,2.746,3.837,2053.133,0,1,66.1,82.052,4.731,27.267,15.596,False
1164,1054,862,80.0,5.71,14.29,True,True,True,False,68.333,502.889,8.1,41.223,5.45,0.091,5.245,0.182,2,0.25,0.3,1.21,1323.0,11421.0,1080.0,11421.0,True,True,28.75,0,0,1.735,1.199,3.85,445.233,0,0,24.4,19.088,4.32,28.0,10.867,True
118,125,27,44.44,48.15,7.41,False,True,False,False,23.44,52.326,1.64,3.27,5.174,0.124,5.049,0.21,5,5.609,0.28,0.442,1206.0,54304.08,1080.0,54304.08,True,True,35.61,0,0,1.732,1.469,3.937,357.6,1,1,11.52,13.731,4.457,2.56,27.366,True
71,93,18,94.44,5.56,0.0,False,False,False,False,20.8,26.96,0.278,0.423,4.769,0.321,5.085,0.324,2,0.0,0.0,0.0,979.222,67130.728,1080.0,67130.728,False,True,20.8,0,0,1.0,0.858,3.857,208.5,0,0,11.833,8.86,4.43,10.444,23.136,False
497,2397,116,70.97,25.81,3.23,True,True,False,False,29.033,107.166,0.833,1.939,5.05,0.126,5.444,0.42,7,7.0,0.5,0.25,1093.567,38656.846,1080.0,38656.846,True,True,25.88,0,0,1.92,1.137,3.777,63.667,0,0,2.933,2.646,3.939,0.9,2.49,False
2184,5053,1172,76.32,2.63,21.05,False,False,False,False,7.0,0.0,0.0,0.0,5.284,0.161,5.995,0.202,2,0.0,0.167,0.139,1167.133,39595.716,1069.0,39595.716,False,False,0,0,0,0,0,0,286.231,0,0,16.231,12.463,4.158,14.538,181.172,False
49,1,23,82.61,17.39,0.0,False,True,False,False,17.588,84.595,1.478,1.641,5.126,0.148,5.264,0.285,2,0.188,0.0,0.0,1055.261,95441.671,1080.0,95441.671,False,True,229.382,0,0,14.147,9.783,4.319,9.0,0,0,1.0,0.42,3.17,0.0,0.0,True
197,343,239,74.19,22.58,3.23,False,False,False,False,0,0,3.107,5.31,5.277,0.258,5.242,0.238,4,5.429,0.067,0.062,1080.0,0.0,1080.0,0.0,False,True,37.839,0,0,2.092,1.574,4.025,359.833,0,0,20.333,15.36,4.319,24.833,16.872,False
841,783,502,80.0,20.0,0.0,False,True,True,False,106.133,897.249,9.333,43.556,5.662,0.196,4.873,0.241,3,0.556,8.6,3.973,1150.5,83023.583,1080.0,83023.583,True,True,52.932,0,0,2.788,2.198,4.187,952.2,1,1,34.633,40.361,4.571,32.867,0.716,True
4022,3818,125,35.9,41.03,23.08,True,True,True,False,55.667,941.956,3.167,22.472,5.636,0.146,5.861,0.247,6,12.234,0.0,0.0,1159.633,79287.566,1080.0,79287.566,False,False,36.484,0,0,2.242,1.543,3.929,498.1,0,0,27.167,21.309,4.589,16.9,131.823,False
1470,1075,4599,0.0,100.0,0.0,False,False,False,False,122.0,971.333,1.733,7.062,5.014,0.048,5.349,0.171,9,2.61,0.0,0.0,1326.7,12710.277,1080.0,12710.277,True,False,136.635,0,0,3.808,5.481,4.289,883.033,1,1,20.067,34.543,4.476,12.2,5.893,False
369,403,236,100.0,0.0,0.0,False,False,False,False,25.6,110.973,0.8,0.893,5.132,0.248,5.296,0.348,0,0,0.267,0.596,1117.6,38923.573,1069.0,38923.573,True,True,43.917,0,0,2.042,1.791,4.142,345.172,0,0,18.345,14.518,4.356,21.069,65.719,False
2190,2950,1785,86.67,13.33,0.0,True,True,True,False,34.6,171.507,0.233,0.246,5.409,0.129,5.755,0.385,2,0.25,0.833,0.872,990.967,80702.232,1069.0,80702.232,False,True,30.429,0,0,2.286,1.224,3.655,64.182,0,0,3.318,2.639,3.846,2.727,25.289,True
2920,999,366,40.0,60.0,0.0,False,True,False,False,343.567,5365.646,81.3,223.877,5.792,0.155,5.014,0.252,4,8.238,5.667,4.356,1348.867,4.316,1080.0,4.316,True,True,37.382,0,0,1.702,1.545,3.977,633.7,1,0,29.3,26.061,4.461,26.133,22.849,True
5255,645,29,0.0,93.1,6.9,False,True,False,False,267.529,16121.896,5.963,38.628,5.009,0.17,5.175,0.238,6,3.879,0.926,1.698,1329.444,3428.469,1080.0,3428.469,True,False,31.87,0,0,1.609,1.312,3.808,126.519,0,0,6.815,5.219,4.041,6.63,76.085,False
68,64,185,100.0,0.0,0.0,False,False,False,False,35.1,104.357,0.233,0.312,5.03,0.203,4.971,0.107,0,0,0.0,0.0,720.0,0.0,1080.0,0.0,False,True,38.857,0,0,2.0,1.631,4.194,392.7,0,1,10.933,15.29,4.316,11.333,13.156,False
15,36,3,66.67,33.33,0.0,True,True,False,False,11.0,2.667,2.667,0.889,5.485,0.167,4.299,0.034,2,0.0,0.0,0.0,980.667,14694.222,1080.0,14694.222,False,True,48.75,1,0,2.125,1.98,3.947,153.0,0,0,7.333,6.47,4.224,13.0,4.667,True
229,235,74,70.0,30.0,0.0,False,True,True,False,22.7,46.41,0.4,0.507,4.879,0.117,5.049,0.331,2,0.469,0.4,0.773,1189.567,86184.512,1060.0,86184.512,True,False,21.833,0,0,1.25,0.914,3.416,127.889,0,0,6.667,5.318,4.098,8.056,97.275,True
268,263,92,100.0,0.0,0.0,False,False,False,False,19.767,92.912,0.833,1.472,5.215,0.178,5.205,0.267,0,0,0.133,0.116,1089.0,2349.0,1080.0,2349.0,False,True,38.478,0,0,1.783,1.599,4.055,165.2,0,0,9.633,6.806,4.408,11.833,1.472,False
1714,3245,87,83.33,16.67,0.0,False,True,True,False,10.6,38.84,0.8,1.027,5.199,0.268,5.726,0.388,2,0.0,0.433,1.246,1079.867,0.249,1080.0,0.249,False,True,31.75,0,0,1.917,1.342,4.163,422.867,1,0,28.933,17.923,4.429,30.0,0.0,True
8930,478,208,2.86,82.86,14.29,False,True,True,True,53.0,4.0,6.1,20.023,5.163,0.225,5.712,0.221,5,2.088,1.5,0.317,1347.0,0.0,1080.0,0.0,True,False,31.112,0,0,1.815,1.324,3.845,684.367,1,0,32.5,28.539,4.463,29.067,0.996,True
150,231,208,100.0,0.0,0.0,False,True,False,False,21.167,69.806,3.0,7.667,5.17,0.189,5.311,0.474,0,0,0.0,0.0,1034.733,96617.596,1065.333,96617.596,False,True,39.674,0,0,2.034,1.71,3.683,432.643,0,1,10.929,16.742,4.326,6.214,11.097,False
3711,5684,170,100.0,0.0,0.0,False,False,True,False,244.8,9004.76,22.967,42.832,5.57,0.103,4.905,0.375,0,0,0.0,0.0,946.7,52722.943,1069.0,52722.943,False,True,50.527,0,0,3.037,2.143,4.14,22.1,0,0,1.1,0.917,3.44,0.0,0.0,False
557,681,1056,16.13,80.65,3.23,False,False,False,False,41.567,266.912,1.367,2.299,5.03,0.172,5.141,0.246,3,1.99,0.0,0.0,951.0,92169.0,1080.0,92169.0,True,False,27.293,0,0,1.537,1.164,3.837,367.333,0,0,18.3,15.625,4.422,28.967,8.499,False
1893,143,139,100.0,0.0,0.0,False,True,True,False,24.733,97.129,2.067,5.862,5.672,0.101,4.626,0.253,0,0,0.9,1.223,1075.333,48110.756,1080.0,48110.756,True,True,57.581,0,0,2.5,2.338,4.116,578.2,0,1,24.167,23.678,4.459,19.667,26.289,True
76,236,50,100.0,0.0,0.0,False,False,False,False,13.8,11.16,0.367,0.699,5.653,0.077,4.986,0.273,0,0,0.0,0.0,762.433,25211.046,1080.0,25211.046,False,False,25.091,1,0,1.182,1.043,3.744,90.267,0,0,5.4,4.033,4.368,5.433,0.379,False
248,228,324,13.33,86.67,0.0,False,False,False,False,23.967,60.966,2.733,9.862,5.432,0.241,4.964,0.113,8,6.462,0.0,0.0,828.267,56051.529,1080.0,56051.529,True,False,60.72,0,0,2.427,2.416,4.07,494.767,0,0,24.333,20.643,4.384,24.567,25.646,False
87424,514,733,83.33,16.67,0.0,False,True,True,False,2696.333,513833.556,49.867,792.382,6.07,0.135,4.879,0.229,3,0.64,2.867,8.449,1024.567,60823.979,1080.0,60823.979,True,True,50.758,0,0,2.523,2.118,3.973,173.167,0,0,4.733,6.753,4.035,1.133,24.249,True
9,0,281,100.0,0.0,0.0,False,False,False,False,0.3,0.61,0.033,0.032,4.31,0.047,4.793,0.058,0,0,0.0,0.0,1080.0,0.0,1080.0,0.0,True,False,47.0,0,0,2.0,1.97,4.322,389.133,0,0,16.667,16.655,4.611,18.433,40.512,False
50,591,246,100.0,0.0,0.0,False,True,False,True,23.533,101.582,1.0,0.067,4.969,0.17,4.973,0.142,0,0,0.0,0.0,1292.9,19731.69,1080.0,19731.69,False,True,375.567,0,0,22.467,16.515,4.464,0,0,0,0,0,0,0,0,False
195,192,250,32.35,55.88,11.76,False,False,False,False,42.533,148.716,1.0,1.6,5.065,0.085,4.975,0.152,4,3.734,0.0,0.0,885.367,98746.032,1065.333,98746.032,False,False,81.69,0,0,3.483,3.304,4.157,747.467,0,0,22.867,29.314,4.4,13.667,28.889,False
154,243,148,63.33,36.67,0.0,False,False,False,False,22.167,59.072,1.1,2.557,5.502,0.101,5.251,0.212,3,1.24,0.067,0.062,887.0,39535.333,1080.0,39535.333,False,True,28.909,0,0,1.818,1.211,3.862,221.724,0,0,14.897,9.679,4.413,15.966,4.171,False
70,123,19,94.74,5.26,0.0,False,True,False,False,0,0,0.737,1.036,4.975,0.233,5.035,0.365,3,0.0,0.263,0.825,1048.632,100920.97,1080.0,100920.97,False,True,33.714,0,0,2.429,1.455,4.119,123.471,0,0,5.882,4.968,4.293,9.0,18.118,True
4484,849,498,83.87,12.9,3.23,True,True,True,False,110.6,11436.173,1.4,3.04,5.069,0.153,5.028,0.248,2,0.25,0.067,0.062,866.2,58919.493,1080.0,58919.493,True,True,51.238,0,0,2.571,2.111,3.774,180.167,0,0,8.367,7.317,4.327,11.067,32.462,False
242,181,23,86.96,0.0,13.04,False,True,True,False,44.0,45.692,4.55,16.247,5.376,0.073,6.105,0.114,0,0,0.1,0.09,1159.8,27323.46,1080.0,27323.46,False,True,25.163,0,0,1.209,1.129,3.346,34.4,0,0,2.55,1.434,3.864,2.2,16.36,False
7291,854,312,32.73,21.82,45.45,True,True,True,False,342.733,7867.929,22.067,139.662,5.298,0.202,5.596,0.256,3,1.472,0.767,1.046,1227.333,56300.956,1080.0,56300.956,False,True,25.424,0,0,0.88,1.083,3.14,189.897,0,0,7.759,7.63,4.391,14.517,44.25,False
57,27,27,85.19,11.11,3.7,False,False,False,False,6.5,12.173,0.654,1.38,5.054,0.221,5.09,0.368,8,1.556,0.0,0.0,863.808,38228.078,1080.0,38228.078,True,True,32.059,0,0,1.765,1.356,3.888,114.48,0,0,5.2,4.805,3.713,5.72,17.642,False
1116,2593,1080,96.67,3.33,0.0,True,True,True,False,23.7,112.477,0.467,0.982,5.53,0.16,5.123,0.253,6,0.0,1.533,2.249,1036.533,60980.516,1036.0,60980.516,False,True,33.214,0,0,1.714,1.358,3.96,100.5,0,0,5.227,4.225,4.306,5.955,8.043,True
90,9,60,67.74,29.03,3.23,True,True,False,True,11.5,13.85,0.267,0.596,4.975,0.174,5.095,0.33,4,2.691,1.8,10.093,948.0,41108.667,1080.0,41108.667,True,False,24.25,0,0,1.5,1.083,3.731,92.633,0,0,6.3,3.904,4.114,7.1,16.69,True
20,21,59,100.0,0.0,0.0,False,False,False,False,3.167,3.339,0.533,0.516,5.305,0.075,5.127,0.551,0,0,0.0,0.0,821.367,18917.166,959.0,18917.166,False,True,46.938,0,0,2.062,1.909,3.984,60.833,0,0,3.2,2.748,4.041,4.733,3.796,False
9202,1274,467,55.88,32.35,11.76,True,True,True,True,28.133,325.782,4.433,17.179,5.048,0.229,5.328,0.276,4,2.43,1.933,3.329,1270.8,26635.427,1080.0,26635.427,True,True,51.602,0,0,2.391,2.11,3.99,594.3,1,1,18.333,23.934,4.296,10.0,18.533,True
1779,249,170,18.88,2.1,79.02,False,False,True,False,224.833,12866.206,17.6,156.107,4.917,0.224,5.685,0.211,3,0.222,8.5,32.517,949.4,60956.373,856.333,60956.373,True,True,26.731,0,0,1.126,1.194,3.437,98.586,0,0,8.034,4.133,4.339,3.931,8.754,False
475,422,123,30.0,70.0,0.0,False,True,False,False,98.0,770.0,0.867,2.382,5.275,0.092,5.43,0.361,7,5.61,6.367,11.432,903.033,64613.899,1080.0,64613.899,True,True,24.115,0,0,1.5,0.999,3.798,363.533,0,0,20.7,15.804,4.619,17.333,24.689,True
737,623,100,13.33,86.67,0.0,False,True,False,False,108.633,2326.632,5.0,12.933,5.427,0.12,5.229,0.307,6,7.41,8.367,25.232,1349.7,0.21,1080.0,0.21,True,True,34.619,0,0,1.687,1.427,3.753,357.867,0,0,20.667,15.18,4.414,22.667,67.022,True
152,197,151,60.0,40.0,0.0,False,True,False,False,20.933,41.196,0.5,0.583,5.201,0.149,5.165,0.222,3,0.743,0.033,0.032,1080.0,0.0,1080.0,0.0,False,False,38.133,0,0,1.867,1.569,3.935,358.833,0,0,24.467,15.438,4.291,30.0,0.0,True
747,471,43,58.06,38.71,3.23,False,True,False,False,93.433,2137.246,14.6,42.24,5.245,0.167,4.809,0.283,2,0.188,0.7,3.077,1160.7,54292.01,1080.0,54292.01,False,True,25.264,0,0,1.607,1.119,3.755,367.133,1,0,19.2,15.53,4.349,26.567,27.579,True
674,1524,643,20.0,80.0,0.0,False,True,False,False,58.033,30046.566,1.6,7.44,5.197,0.198,5.533,0.505,3,2.021,1.167,3.806,1098.433,95989.979,1080.0,95989.979,True,True,34.302,0,0,1.651,1.453,3.891,340.467,0,0,18.3,14.509,4.331,23.9,0.357,True
2119,1330,93,5.88,82.35,11.76,False,True,False,False,237.867,5563.782,9.067,30.062,5.275,0.156,5.287,0.285,3,0.963,7.033,27.099,1140.433,76208.246,1080.0,76208.246,True,False,46.357,0,0,2.441,1.931,4.025,709.8,1,0,30.567,29.037,4.503,26.5,5.583,True
82,67,42,36.67,63.33,0.0,False,False,False,True,0,0,0.833,1.872,5.049,0.14,5.194,0.382,3,0.244,0.1,0.29,1110.0,22320.0,1080.0,22320.0,False,False,43.84,0,0,1.32,1.813,3.796,160.233,0,0,6.4,6.416,4.408,5.867,1.716,False
6748,1231,93,44.9,16.33,38.78,False,True,True,False,86.7,1446.677,8.2,150.027,5.145,0.278,5.609,0.304,2,0.25,1.3,5.677,1101.8,58217.56,1017.667,58217.56,False,True,30.0,0,0,2.102,1.314,3.875,459.3,0,0,21.3,19.056,4.531,15.433,158.579,False
632,536,450,46.67,53.33,0.0,True,True,False,False,35.3,154.343,3.367,10.699,5.311,0.098,5.486,0.232,7,9.559,10.7,9.343,980.8,64761.093,1080.0,64761.093,True,True,55.723,0,0,2.564,2.301,4.006,448.867,0,0,22.233,19.312,4.231,25.867,14.249,True
828,642,37,66.67,33.33,0.0,False,False,False,True,116.786,2131.597,8.154,39.592,5.268,0.157,5.017,0.322,3,1.29,0.7,2.277,1328.4,12770.107,1080.0,12770.107,True,True,42.466,0,0,2.14,1.777,3.976,143.833,0,0,4.733,5.634,3.974,0.367,0.232,False
1090,298,248,40.0,60.0,0.0,False,True,True,True,133.5,1358.45,6.667,19.422,5.232,0.148,5.058,0.361,5,8.173,5.767,8.846,1108.067,80787.862,1080.0,80787.862,True,True,81.126,0,0,4.116,3.463,3.85,94.8,0,0,3.333,3.631,4.413,0.967,0.099,True
965,872,591,16.67,83.33,0.0,False,True,False,False,24.8,278.493,0.533,0.916,5.246,0.121,5.702,0.114,6,5.494,1.1,0.49,1139.967,88228.032,1080.0,88228.032,False,False,28.562,0,0,2.125,1.211,4.013,232.267,1,0,14.633,9.627,4.308,14.633,1.432,True
910,968,690,21.88,71.88,6.25,False,False,True,True,61.3,672.477,5.467,32.316,5.377,0.119,5.075,0.232,4,2.389,0.1,0.29,1121.9,29301.757,1080.0,29301.757,True,True,43.739,0,0,2.193,1.792,3.858,163.533,0,0,8.767,6.639,4.191,8.133,23.849,False
81,1,21,95.24,0.0,4.76,False,True,False,True,0,0,0.5,0.5,5.441,0.094,5.655,0.165,0,0,0.0,0.0,904.0,69995.8,1080.0,69995.8,False,True,53.25,0,0,3.0,2.15,4.215,424.55,0,0,24.35,18.375,4.354,27.85,3.427,True
876,99,45,0.0,96.77,3.23,False,True,True,False,116.467,1125.916,4.067,4.462,5.422,0.143,5.064,0.234,9,2.64,2.0,3.133,1080.0,0.0,1080.0,0.0,True,False,134.057,0,0,7.869,5.728,3.972,910.9,0,1,25.433,34.958,4.256,0.0,0.0,False
708,424,1366,100.0,0.0,0.0,False,False,False,False,45.333,195.422,4.033,12.032,5.259,0.147,4.948,0.242,0,0,0.167,0.139,826.033,25653.766,948.0,25653.766,True,True,33.277,0,0,1.647,1.39,3.807,277.933,0,0,16.167,11.959,4.327,19.333,30.622,False
196,435,58,43.33,56.67,0.0,False,False,False,False,276.1,17302.09,3.3,3.81,5.066,0.135,4.929,0.183,3,1.502,1.267,3.062,893.4,72338.84,1080.0,72338.84,True,True,21.077,0,0,1.431,0.894,3.828,35.967,0,0,2.2,1.56,3.882,1.0,16.267,False
648,589,23,60.87,39.13,0.0,True,True,False,False,142.826,2055.97,9.652,18.488,5.07,0.187,5.176,0.386,4,10.469,2.957,9.955,1147.565,53289.811,1080.0,53289.811,False,True,60.445,0,0,3.445,2.564,3.653,213.739,0,0,9.087,8.537,4.399,0.0,0.0,True
27901,1053,601,86.67,13.33,0.0,False,True,True,False,0,0,1.767,3.179,5.111,0.094,5.67,0.135,4,4.25,3.667,1.822,1054.4,9253.373,1069.0,9253.373,True,True,43.66,0,0,2.377,1.827,3.927,440.533,1,0,27.0,18.485,4.535,26.833,7.472,False
