followers,followees,numberOfPosts,imagePorcentage,videoPorcentage,isBusiness,hasLink,avgLikes,varLikes,avgComments,avgScore,varScore,avgTechScore,varTechScore,varPhotosInSidecar,avgTaggedUsers,avgHeight,varHeight,avgWidth,useLocation,isAccesible,cLength,cDifficultWords,cEntropy,captionLength,captionSubjectivity,captionPolarity,captionEntropy,captionAvgHashtags,captionVarHashtags,Photographer
1.6235613088784648,4.191204612814331,2.1355477557933358,-0.419457352230981,-0.034610535863151326,2.088131728997732,1.2198584374871257,-0.02708027768344999,-0.04315349441669144,0.21915542217030867,0.703395530134743,-0.149612912391135,1.7838222705879507,-0.014800518487796796,-0.26840965479559215,-0.37049456718101276,0.8678689067121527,-0.3610599779558767,-0.048487161141202245,-1.124266496556534,0.6318482774221846,-0.5432083717000888,-0.5608650184055101,-0.5176622650629111,-0.6730270803710189,2.0421098809705236,-0.428300780341991,0.49016819855261873,-1.3676097268017455,-0.5547150706206642,0
-0.2954734434457023,-0.6771265100615952,-0.4427743402613927,0.9742835372972539,-0.16085066400255235,-0.4788969901242691,-0.8197672527149721,-0.25490392479502255,-0.04361194438105211,-0.3500610090222917,0.6144973550849463,-0.9762599726695753,1.2553653877303481,-0.8711162309960406,-0.6786466983418158,-0.47157433834636814,-0.9160822871067995,0.7540639558238571,0.2482968230989351,-1.124266496556534,0.6318482774221846,0.3296296589162718,0.5240945562390942,0.666620243087192,0.3167392900441901,-0.48968961431436026,-0.428300780341991,-0.0027085727495391,1.2628047770672628,-0.6065911291117002,1
-0.18206962813383573,-0.21010406045738397,0.28149908418360625,1.120928246275026,-0.5641412747029206,-0.4788969901242691,1.2198584374871257,-0.19118163034789265,-0.043603411155623176,-0.32911873388130386,1.3647979525052207,0.6935670890928746,-2.0741867861289585,0.9442730795214361,-0.6786466983418158,-0.47157433834636814,-0.21796056779051287,0.2675617176743158,-0.06736624052321953,-1.124266496556534,0.6318482774221846,-0.002993505121638005,-0.17025420719506218,-0.13235344903097562,-0.48526111330326616,-0.48968961431436026,-0.428300780341991,-0.3404204345676837,0.30439962781401775,0.20220242216891385,0
-0.24779086036685297,-0.4193492124947052,-0.40549556106201773,-0.04483557467432023,1.038854177912829,-0.4788969901242691,-0.8197672527149721,-0.23626618144817976,-0.04361118342604548,-0.3381068348001828,-0.793649737703813,2.247663562416342,-0.29440971951008504,-0.6827267742442271,0.9630327361702556,1.2804750285197912,0.22121535680769697,0.05761647279171003,0.2482968230989351,-1.124266496556534,0.6318482774221846,-0.42756958395701367,-0.1765952917926344,0.01443086183833233,-1.014188179208255,-0.48968961431436026,-0.428300780341991,-0.7024718900303821,-0.9171581944267144,-0.06211702184484771,1
-0.07522532160530293,-0.06609884175489295,0.6938480296134271,0.7102614457133245,-0.5641412747029206,-0.4788969901242691,1.2198584374871257,0.08764040790023778,-0.04216542800000282,-0.22422759615798718,-0.014901724267603923,0.26371061774808563,1.0965545110166646,0.978525708021766,-0.6099082275871901,-0.40418782423613125,0.024716061685455107,-1.2268075887365013,0.2482968230989351,0.8894688252855134,0.6318482774221846,-0.3630800304628618,-0.4105813134430487,-0.1156734137049182,0.06165914044127923,-0.48968961431436026,-0.428300780341991,0.3532579843020195,0.84572002486816,-0.1696707888144338,0
-0.26053144473448203,-0.5506246881074732,0.4435476549890524,0.2992865680319218,-0.5641412747029206,-0.4788969901242691,-0.8197672527149721,-0.2063927586997882,-0.043610578552457514,-0.37702531177892834,-0.15002695034329389,0.8588965011485624,-0.6065552358093971,1.4580625070263824,-0.5016816991650135,-0.47157433834636814,-1.5879634173229114,-0.2776490815416374,-6.240339562960427,-1.124266496556534,-1.5826584256584528,2.079423522773158,0.94704489889716,0.3413595542290646,-0.32042898137733317,-0.48968961431436026,2.334807793722712,0.4597437064969306,-0.7522150777570425,-0.6953461859068082,1
-0.27680407229313697,-0.26500107753181423,-0.42451534636782123,-0.11138023252977962,-0.5641412747029206,-0.4788969901242691,-0.8197672527149721,-0.16911932756398795,-0.04335869135823947,-0.2721341740556117,-0.12869138833134217,-0.05041526515772206,-0.2752428895618827,-1.4705372297518113,-0.5974768020251834,-0.44899985611943877,-0.762910476312754,-0.06693515852950965,-0.048487161141202245,-1.124266496556534,0.6318482774221846,-0.20126059676117783,-0.411215421902806,-0.04895327240068697,-1.0502728549634512,-0.48968961431436026,-0.428300780341991,-0.3099959425119956,-1.2230203460393898,-0.49613373971070585,0
-0.260279155935123,-0.3676346311927056,-0.3507185793813035,0.7102614457133245,-0.5641412747029206,-0.4788969901242691,-0.8197672527149721,-0.05359697440499758,-0.043587265525384916,0.10231011022488308,0.6251651360909222,0.03224944087012206,-0.9953680719015185,0.6445625801435511,0.4182437924234881,-0.47157433834636814,-0.8735664303019345,0.2640100876195623,0.2482968230989351,-1.124266496556534,0.6318482774221846,-0.18601451762377413,0.01427135459428905,0.4014076814028735,0.4810713737570048,-0.48968961431436026,-0.428300780341991,0.1554987859400413,1.401833027800297,-0.3792105519057509,1
-0.20628935287229888,-0.35649610598919806,-0.40549556106201773,-0.27034802629559945,-0.29047978887052783,-0.4788969901242691,1.2198584374871257,-0.11101487281763243,-0.04361194438105211,0.06042555994290741,-0.6478567306221471,0.8258306187374251,0.4886921898022177,0.28490998089008834,0.24310694406462785,3.7063895364883193,0.6479788725152659,1.0430403357184226,0.2482968230989351,0.8894688252855134,0.6318482774221846,-0.3649177275017454,-0.12650072347181401,0.002754837110092421,0.2303335231671557,-0.48968961431436026,-0.428300780341991,0.5114653429915998,0.3674628423465221,1.7083143707655615,0
-0.23593328679698036,-0.41775799460848984,-0.3202869228920178,1.018338565414526,-0.5641412747029206,-0.4788969901242691,-0.8197672527149721,-0.003030250424371918,-0.04266583498660275,0.357032890265911,1.1941134564096134,0.5778365006538928,-0.24512358535756298,0.49898890901714943,-0.6786466983418158,-0.46045556351817907,-0.9899220843421762,0.3896991731095548,-1.5323666127183577,0.8894688252855134,0.6318482774221846,1.6115254378174366,0.7301798056601909,0.6782962678154334,1.169599297973766,-0.48968961431436026,2.334807793722712,0.5449322842528579,1.0088835799284488,0.20220242216891385,1
